market,symbol,name,date,open,high,low,close,volume,source,updated_at
A股,TEST003,医药成长C,2025-03-04,39.13,39.34,39.01,39.12,1438606,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-05,38.88,39.52,38.67,39.26,1646142,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-06,39.31,40.42,39.14,40.3,1381101,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-07,40.3,40.35,39.69,39.74,1579150,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-10,39.7,39.76,39.39,39.48,1431486,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-11,39.41,40.02,39.08,39.92,1595402,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-12,40.15,40.27,39.91,40.07,956595,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-13,39.78,40.2,39.13,39.18,1677604,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-14,39.08,39.19,37.7,37.99,1854867,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-17,38.13,38.36,36.98,37.45,1034737,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-18,37.27,37.98,37.04,37.81,1531197,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-19,37.89,38.01,36.44,36.63,1714574,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-20,36.48,36.53,35.24,35.35,944403,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-21,35.49,35.53,35.47,35.51,1679562,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-24,35.76,36.22,35.6,36.09,924755,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-25,36.22,36.38,36.22,36.37,1604152,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-26,36.44,36.56,35.8,35.84,1372949,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-27,35.78,35.82,35.18,35.29,1878387,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-28,35.72,35.92,34.48,34.49,1564765,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-03-31,34.13,34.72,34.13,34.63,1136864,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-01,34.72,34.78,33.8,33.89,1390554,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-02,33.8,34.63,33.76,34.59,1699611,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-03,34.58,34.77,34.36,34.76,860589,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-04,34.98,35.01,33.68,33.85,1480055,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-07,33.97,34.04,33.19,33.27,959621,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-08,33.4,33.44,33.07,33.35,1785165,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-09,33.09,34.23,33.05,33.81,1203673,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-10,33.83,33.91,33.32,33.38,1781773,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-11,33.19,33.37,32.93,33.08,1701255,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-14,32.96,33.4,32.76,33.21,1259076,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-15,33.39,34.24,33.29,34.22,1307635,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-16,34.23,36.19,34.07,36.03,1821543,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-17,35.87,36.53,35.78,36.41,1945556,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-18,36.62,36.73,35.96,36.42,1303409,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-21,36.65,36.8,36.16,36.18,1698765,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-22,35.79,37.27,35.62,37.0,1695845,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-23,36.96,37.09,35.7,35.87,1801811,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-24,36.07,36.14,35.49,35.61,1153495,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-25,35.85,36.08,35.67,36.08,1937373,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-28,36.17,36.32,35.18,35.36,1143388,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-29,35.62,35.83,35.54,35.77,935021,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-04-30,35.89,35.98,34.81,34.88,1015895,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-01,34.78,34.79,33.96,34.01,1926200,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-02,34.41,36.03,34.31,35.98,1257322,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-05,36.21,36.28,34.47,34.69,1855498,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-06,34.33,36.3,34.28,36.14,998566,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-07,35.99,36.32,35.27,35.3,1917736,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-08,34.88,34.95,34.06,34.16,1694420,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-09,34.21,34.51,33.5,33.73,1165053,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-12,33.77,33.78,33.18,33.21,1943416,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-13,33.19,33.36,32.35,32.47,1583711,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-14,32.42,32.94,32.18,32.81,982491,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-15,32.97,33.04,31.57,31.7,1248977,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-16,31.26,33.77,31.25,33.6,1337572,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-19,33.71,34.83,33.67,34.66,1507802,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-20,35.05,35.69,34.98,35.39,1872963,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-21,35.67,36.05,35.56,36.04,1721155,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-22,35.95,36.3,35.74,36.19,1757608,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-23,36.15,37.59,35.91,37.41,1402354,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-26,37.5,37.83,37.28,37.79,922025,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-27,37.87,38.33,37.84,38.15,1267988,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-28,38.08,39.01,37.91,38.89,1695181,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-29,38.81,39.43,38.57,39.43,1258722,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-05-30,39.06,39.19,38.36,38.57,1077314,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-02,38.83,39.74,38.73,39.45,1033160,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-03,39.89,40.13,39.78,40.0,1746826,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-04,40.21,40.3,40.06,40.17,1044513,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-05,40.33,40.39,38.45,38.69,1724179,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-06,39.11,39.83,39.08,39.55,1693359,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-09,40.19,40.3,40.07,40.21,1308894,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-10,40.28,40.28,39.44,39.57,1541025,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-11,39.65,40.25,39.45,40.17,1468732,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-12,40.23,40.31,40.04,40.04,1111360,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-13,40.06,40.62,39.8,40.6,1115492,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-16,40.61,40.94,40.6,40.85,1376511,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-17,40.17,40.4,40.01,40.36,1221434,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-18,40.5,40.7,39.78,39.8,1976099,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-19,39.75,40.32,39.65,39.9,1219901,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-20,39.93,39.97,39.64,39.79,1507812,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-23,39.84,39.98,38.83,38.86,1739288,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-24,39.23,39.36,37.69,37.79,1282768,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-25,37.94,38.09,36.13,36.27,1413656,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-26,36.41,36.52,35.68,35.93,1354907,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-27,35.68,35.81,35.62,35.81,926358,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-06-30,35.66,36.27,35.54,36.03,972507,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-01,36.29,36.36,36.13,36.35,915235,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-02,36.42,36.52,36.18,36.43,1879034,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-03,36.73,37.15,36.66,37.04,1654297,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-04,36.69,37.77,36.51,37.53,1147301,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-07,37.44,37.56,37.3,37.34,1217635,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-08,37.34,37.36,36.85,36.86,1101930,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-09,36.69,38.48,36.52,38.45,1674254,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-10,38.44,38.68,38.37,38.48,1879471,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-11,38.37,39.57,38.14,39.45,1767764,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-14,39.42,39.58,39.1,39.17,1521376,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-15,39.15,39.27,38.6,38.83,1654693,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-16,38.89,39.33,38.77,39.23,826694,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-17,39.32,39.48,39.08,39.14,1377536,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-18,39.39,39.49,39.32,39.42,1749717,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-21,39.08,40.69,38.99,40.12,1612326,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-22,40.48,41.09,40.43,40.85,1991814,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-23,41.03,41.75,40.92,41.59,1929420,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-24,41.31,42.14,41.22,42.12,1801827,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-25,42.08,42.61,41.5,41.56,1452299,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-28,41.88,41.94,40.26,40.37,1261348,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-29,40.23,40.37,39.17,39.56,1894575,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-30,39.59,39.9,39.47,39.81,1927776,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-07-31,40.22,40.76,40.09,40.57,1221604,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-01,40.6,40.83,39.88,40.17,832239,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-04,40.31,40.48,40.22,40.47,1145315,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-05,40.41,40.63,39.87,39.98,842761,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-06,40.12,40.14,39.35,39.51,804403,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-07,39.02,41.16,38.88,41.15,1151965,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-08,40.92,41.18,40.84,40.89,1855093,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-11,41.14,41.26,39.65,39.66,977149,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-12,39.72,41.93,39.64,41.65,1838020,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-13,41.81,43.57,41.46,43.49,1679409,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-14,43.51,43.57,42.71,42.87,1963685,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-15,43.39,43.56,42.48,42.53,917620,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-18,42.81,43.05,42.81,42.88,865776,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-19,42.94,43.38,42.68,43.28,1290617,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-20,43.71,43.77,43.39,43.66,1888092,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-21,43.02,43.82,42.8,43.72,1400213,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-22,42.9,43.76,42.69,43.54,1902743,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-25,43.45,45.17,43.19,45.05,1899157,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-26,45.25,45.28,44.64,44.77,832365,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-27,45.04,45.66,44.82,45.42,1522241,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-28,45.12,45.94,44.75,45.85,1587663,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-08-29,45.33,46.11,45.26,46.06,1024773,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-01,45.98,47.27,45.87,46.97,1765590,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-02,46.71,47.8,46.35,47.54,1523023,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-03,47.24,49.51,46.86,49.44,1388673,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-04,49.44,49.55,48.83,48.92,1816512,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-05,48.75,48.83,47.13,47.37,921884,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-08,47.45,47.84,47.36,47.69,844056,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-09,46.83,48.14,46.56,47.99,1749904,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-10,47.72,49.77,47.67,49.66,1400127,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-11,50.15,51.79,49.62,51.61,1584422,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-12,51.51,52.33,51.5,52.3,881803,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-15,52.2,52.48,51.24,51.34,1807835,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-16,50.92,52.73,50.67,52.61,1007709,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-17,52.76,52.76,51.84,52.01,1403511,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-18,51.32,51.41,50.21,50.58,1814961,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-19,50.76,50.78,49.51,49.73,1555970,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-22,49.9,50.77,49.87,50.3,1748121,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-23,50.84,52.99,50.65,52.61,1635776,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-24,52.51,52.63,51.44,51.63,878631,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-25,52.02,52.34,51.01,51.22,938182,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-26,50.97,52.23,50.73,51.96,1209368,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-29,51.82,54.57,51.63,53.94,1312583,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-09-30,54.34,54.64,53.29,53.47,1765616,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-01,53.5,53.74,51.23,51.29,1449483,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-02,50.88,51.08,50.22,50.68,1740110,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-03,50.55,50.86,50.51,50.77,1335689,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-06,50.99,51.51,50.71,51.02,1779578,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-07,51.4,51.4,49.95,50.4,1596356,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-08,50.39,50.74,50.05,50.19,1499656,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-09,50.22,51.2,50.16,51.18,1849183,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-10,51.48,51.62,51.43,51.54,931063,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-13,52.06,52.56,51.71,52.28,928155,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-14,52.6,53.45,52.07,53.39,1568631,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-15,53.19,56.25,53.16,55.91,1031027,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-16,55.8,58.0,55.57,57.16,1685430,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-17,57.22,58.58,57.18,58.32,1501437,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-20,57.91,58.09,57.04,57.36,1174642,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-21,57.65,58.67,57.48,58.44,1228176,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-22,57.95,59.81,57.92,59.52,1958106,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-23,59.6,59.9,59.52,59.82,1854226,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-24,59.77,60.36,59.73,60.3,1603324,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-27,60.11,60.39,59.71,60.35,1560737,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-28,59.7,62.34,59.55,62.05,809774,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-29,61.89,62.62,61.62,61.66,1940854,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-30,62.23,62.25,60.54,60.87,1685014,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-10-31,61.56,61.57,58.92,59.28,1010474,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-03,59.14,59.39,58.57,58.59,906059,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-04,57.81,57.86,56.31,56.52,1965928,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-05,56.93,59.39,56.83,59.16,1633005,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-06,59.05,60.99,58.81,60.29,1575769,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-07,60.29,60.31,59.16,59.31,1456124,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-10,59.99,60.05,57.53,57.74,1393373,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-11,57.73,58.0,57.52,57.78,910904,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-12,57.96,60.54,57.7,60.32,821952,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-13,60.41,60.64,59.8,60.03,1990063,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-14,60.77,61.04,60.06,60.44,1397419,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-17,60.48,60.71,60.17,60.3,973124,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-18,60.14,60.17,59.85,59.92,1972768,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-19,59.86,60.91,59.81,60.76,1638757,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-20,60.68,61.03,60.63,60.91,1085483,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-21,60.7,62.44,60.44,61.88,1454049,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-24,61.79,61.88,60.91,60.99,1404365,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,TEST003,医药成长C,2025-11-25,61.51,61.66,61.38,61.51,896920,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
